League,year,month,day,homeTeam,awayTeam,homeGoals,awayGoals,matchResults
Bulgaria A PFG,2020,9,13,CSKA,,1948,2,-1
England Premier League,2020,9,13,Tottenham,Everton,0,1,-1
Hungary NB I,2020,9,13,MTK,ZalaegerszegTE,0,3,-1
Greece Etniki Katigoria,2020,9,13,Atromitos,VolosNps,0,2,-1
Cyprus 1. Division,2020,9,13,NeaSalamina,Enosis,2,0,1
Bahrain Premier League,2020,9,13,AlNajma,EastRiffa,1,0,1
Bahrain Premier League,2020,9,13,Busaiteen,AlAhliManama,1,0,1
Finland Veikkausliiga,2020,9,13,FCIlves,HJKHelsinki,1,2,-1
Sweden Allsvenskan,2020,9,13,Malmo,AIKStockholm,0,0,0
Sweden Allsvenskan,2020,9,13,Mjallby,Varbergs,2,3,-1
Poland Ekstraklasa,2020,9,13,GornikZabrze,LechiaGdansk,3,0,1
Montenegro Second League,2020,9,13,Igalo,MornarBar,2,2,0
Qatar Stars League,2020,9,13,AlKhoor,AlAhli,0,1,-1
Chile Primera B,2020,9,13,PuertoMontt,UnionSanFelipe,1,0,1
Armenia Premier League,2020,9,13,Alashkert,Banants,1,2,-1
Azerbaijan Premier League,2020,9,13,Sabah,Gabala,3,0,1
Portugal LigaPro,2020,9,13,Estoril,Arouca,1,0,1
Portugal LigaPro,2020,9,13,Leixoes,CasaPiaAtletico,2,2,0
Austria Bundesliga,2020,9,13,Wolfsberger,RBSalzburg,1,3,-1
Belarus Premier League,2020,9,13,TorpedoZhodino,SlaviaMozyr,4,2,1
Montenegro Second League,2020,9,13,Ibar,Drezga,2,1,1
Montenegro Second League,2020,9,13,Jedinstvo,Grbalj,2,0,1
Montenegro Second League,2020,9,13,Kom,Berane,3,1,1
Montenegro Second League,2020,9,13,ArsenalTivat,Bokelj,2,1,1
Croatia 1.HNL,2020,9,13,Istra,Varazdin,0,1,-1
Russia 1. Division,2020,9,13,Neftekhimik,SpartakMoscowII,0,1,-1
Russia 1. Division,2020,9,13,TorpedoMoscow,GazovikOrenburg,1,2,-1
France Ligue 1,2020,9,13,Monaco,Nantes,2,1,1
Sweden Division 1,2020,9,13,Trollhattan,LindomeGIF,0,1,-1
Georgia Umaglesi Liga,2020,9,13,DilaGori,FCTelavi,0,0,0
Holland Eredivisie,2020,9,13,FCGroningen,PSV,1,3,-1
Holland Eredivisie,2020,9,13,RKCWaalwijk,Vitesse,0,1,-1
Czech First League,2020,9,13,Karvina,SpartaPrague,2,5,-1
Czech First League,2020,9,13,Zlin,FCBrno,3,1,1
Sweden Division 1,2020,9,13,IFKLulea,Taby,0,4,-1
Serbia Prva Liga,2020,9,13,KabelNoviSad,NoviBeograd,2,0,1
Serbia Prva Liga,2020,9,13,Zemun,Dubocica,0,0,0
Serbia Prva Liga,2020,9,13,Loznica,ZeleznicarPancevo,0,3,-1
Croatia 2.HNL,2020,9,13,CroatiaSesvete,HajdukSplitII,4,0,1
Croatia 2.HNL,2020,9,13,NKOsijekII,Junak,2,0,1
Bosnia and Herzegovina Premier League,2020,9,13,Krupa,SlobodaTuzla,2,3,-1
Chile Primera,2020,9,13,SantiagoWanderers,Huachipato,3,2,1
Spain Segunda Liga,2020,9,13,Mallorca,RayoVallecano,0,1,-1
Spain Primera Liga,2020,9,13,Valladolid,RealSociedad,1,1,0
Turkey Super Lig,2020,9,13,Kayserispor,Kasimpasa,1,0,1
Turkey Super Lig,2020,9,13,Ankaragucu,Erzurumspor,1,2,-1
Chile Primera B,2020,9,13,DeportesMagallanes,SanMarcos,0,0,0
Chile Primera B,2020,9,13,DeportesTemuco,DeportesCopiapo,0,0,0
Jordan Pro League,2020,9,13,AlHussein,Maan,0,0,0
Brazil Serie B,2020,9,13,Oeste,CSAAL,2,1,1
Iceland Urvalsdeild,2020,9,13,KRReykjavik,StjarnanGardabae,1,2,-1
Luxembourg National Division,2020,9,13,Hostert,Wiltz,1,2,-1
Luxembourg National Division,2020,9,13,EtzellaEttelbruck,FCRodange,1,91,-1
Luxembourg National Division,2020,9,13,Mondorf-Les-Bains,Differdange,1,3,-1
Luxembourg National Division,2020,9,13,VictoriaRosport,JeunesseEsch,2,3,-1
Luxembourg National Division,2020,9,13,SwiftHesperange,Racing,1,2,-1
Luxembourg National Division,2020,9,13,Petange,RMHammBenfica,0,0,0
Belgium Division 2,2020,9,13,ClubBruggeII,UnionSaintGilloise,1,1,0
Denmark Superliga,2020,9,13,Brondby,FCNordsjaelland,3,2,1
Ukraine UPL,2020,9,13,ZarjaLugansk,IllichivetsMariupol,0,1,-1
Slovenia Prva Liga,2020,9,13,TaborSezana,Aluminij,3,1,1
Russia 1. Division,2020,9,13,VolgarGazpromAstrakhan,ChertanovoMoscow,1,0,1
Russia 1. Division,2020,9,13,FakelWorenesch,Olimpyets,0,1,-1
Russia 1. Division,2020,9,13,TekstilshchikIvanovo,IrtyshOmsk,2,1,1
Finland Kakkonen,2020,9,13,FCHonkaAkatemia,Kiffen,0,1,-1
Belgium Juliper League,2020,9,13,StTruiden,Antwerp,2,3,-1
Russia Premier League,2020,9,13,DinamoMoscow,RubinKazan,0,1,-1
Uruguay Primera Division,2020,9,13,RiverPlateMontevideo,LiverpoolFC,1,2,-1
Germany DFB Pokal,2020,9,13,Rielasingen-Arlen,HolsteinKiel,1,7,-1
Germany DFB Pokal,2020,9,13,EintrachtNorderstedt,BayerLeverkusen,0,7,-1
Germany DFB Pokal,2020,9,13,Chemnitzer,Hoffenheim,1,1,0
Germany DFB Pokal,2020,9,13,Wiedenbruck,Paderborn,0,5,-1
Germany DFB Pokal,2020,9,13,Elversberg,StPauli,4,2,1
Germany DFB Pokal,2020,9,13,Kaiserslautern,Regensburg,1,1,0
Germany DFB Pokal,2020,9,13,Steinbach,Sandhausen,1,2,-1
Germany DFB Pokal,2020,9,13,HansaRostock,VfBStuttgart,0,1,-1
Turkey Lig 1,2020,9,13,Bursaspor,AdanaDemirspor,1,3,-1
Sweden Division 1,2020,9,13,Nykoping,Berga,1,3,-1
Hungary NB I,2020,9,13,Ujpesti,Kisvarda,2,4,-1
Belarus Premier League,2020,9,13,Belshina,Isloch,2,3,-1
England Premier League,2020,9,13,WestBrom,Leicester,0,3,-1
Germany Regionalliga North,2020,9,13,BorussiaHildesheim,WolfsburgII,0,3,-1
Germany Regionalliga North,2020,9,13,Hannoverscher,SSVJeddeloh,3,5,-1
France Ligue 1,2020,9,13,Lorient,Lens,2,3,-1
France Ligue 1,2020,9,13,Nimes,Rennes,2,4,-1
Russia 1. Division,2020,9,13,KrasnodarII,EnergiyaKhabarovsk,4,2,1
Poland Ekstraklasa,2020,9,13,PogonSzczecin,WislaKrakow,2,2,0
Sweden Division 1,2020,9,13,Gefle,Brommapojkarna,0,4,-1
France Ligue 1,2020,9,13,Angers,Reims,1,0,1
France Ligue 1,2020,9,13,Dijon,Brestois,0,2,-1
Sweden Allsvenskan,2020,9,13,Falkenbergs,IFKGoteborg,0,3,-1
Sweden Superettan,2020,9,13,NorrbyIF,VasterasSK,3,1,1
Sweden Allsvenskan,2020,9,13,Hammarby,Helsingborgs,2,2,0
Holland Eredivisie,2020,9,13,Heracles,ADODenHaag,2,0,1
Holland Eredivisie,2020,9,13,Sparta,Ajax,0,1,-1
Austria Bundesliga,2020,9,13,SVRied,WSGWattens,3,2,1
Austria Bundesliga,2020,9,13,StPolten,SKSturmGraz,0,0,0
Germany Regionalliga North,2020,9,13,FCTeutonia,,05,2,-1
Germany Regionalliga North,2020,9,13,Altona,,93,0,1
Germany Regionalliga North,2020,9,13,HolsteinKielII,StPauliII,1,0,1
Spain Primera Liga,2020,9,13,Alaves,RealBetis,0,1,-1
Russia 1. Division,2020,9,13,KrylyaSovetov,Tomsk,2,0,1
Russia 1. Division,2020,9,13,Akron,ChaykaPeschanokopskoye,0,2,-1
China Super League,2020,9,13,ShandongLuneng,Guangzhou,1,2,-1
Denmark Superliga,2020,9,13,ACHorsens,RandersFC,0,3,-1
Denmark Superliga,2020,9,13,Lyngby,AaB,0,0,0
Denmark 1st Division,2020,9,13,Fredericia,KoldingIF,2,1,1
Germany Regionalliga West,2020,9,13,Oberhausen,FCSchalke,0,04,-1
Finland Kakkonen,2020,9,13,PargasIdrottsforening,KaaPoKaarina,2,1,1
Finland Kakkonen,2020,9,13,RoPSFarmi,PSKemiII,4,0,1
Estonia Meistriliiga,2020,9,13,FCKuressaare,LevadiaTallinn,2,2,0
Georgia Umaglesi Liga,2020,9,13,SaburtaloTbilisi,MeraniTbilisi,0,0,0
China League One,2020,9,13,ShaanxiChangan,JiangxiLiansheng,1,1,0
Belgium Juliper League,2020,9,13,Anderlecht,CercleBrugge,2,0,1
Ukraine UPL,2020,9,13,FCMinaj,Oleksandria,1,0,1
Sweden Division 1,2020,9,13,TeamThoren,OrebroSyrianska,3,2,1
France Ligue 1,2020,9,13,Lille,Metz,1,0,1
China League One,2020,9,13,SichuanJiuniu,Kunshan,0,2,-1
England League 1,2020,9,13,Ipswich,Wigan,2,0,1
Portugal LigaPro,2020,9,13,CovaPiedade,Mafra,0,4,-1
Holland Eredivisie,2020,9,13,FCEmmen,VVVVenlo,3,5,-1
China Super League,2020,9,13,JiangsuShuntian,GuangzhouRF,3,3,0
Estonia Meistriliiga,2020,9,13,TJKLegion,JKTransNarva,2,1,1
South Korea K League 1,2020,9,13,BusanIPark,IncheonUnited,0,0,0
Estonia Esiliiga,2020,9,13,Vandra,NommeUnited,1,6,-1
Estonia Esiliiga,2020,9,13,K-JarveJKJarve,FloraII,0,1,-1
Japan J-League,2020,9,13,YokohamaFMarinos,CerezoOsaka,1,2,-1
Japan J-League,2020,9,13,GambaOsaka,ShonanBellmare,0,1,-1
South Korea K League 1,2020,9,13,GangwonFC,PohangSteelers,0,3,-1
Japan J2 League,2020,9,13,GiravanzKitakyushu,Niigata,2,1,1
Japan J2 League,2020,9,13,MitoHollyhock,RenofaYamaguchi,4,2,1
Japan J2 League,2020,9,13,OmiyaArdija,MontedioYamagata,1,1,0
Spain Segunda Liga,2020,9,13,RealOviedo,FCCartagena,0,0,0
Japan J-League,2020,9,13,SaganTosu,KashiwaReysol,2,1,1
Japan J-League,2020,9,13,KawasakiFrontale,SanfrecceHiroshima,5,1,1
Japan J2 League,2020,9,13,KyotoPurpleSanga,FCRyukyu,1,0,1
South Korea K League 2,2020,9,13,AnsanGreeners,GoyangKB,1,0,1
Japan J2 League,2020,9,13,TokyoVerdy,ThespaKusatsu,1,3,-1
Japan J2 League,2020,9,13,AvispaFukuoka,MachidaZelvia,2,1,1
Japan J2 League,2020,9,13,V-VarenNagasaki,JubiloIwata,0,0,0
Japan J2 League,2020,9,13,TochigiSC,MatsumotoYamaga,1,1,0
Japan J2 League,2020,9,13,FagianoOkayama,VentforetKofu,0,0,0
Japan J-League,2020,9,13,YokohamaFC,NagoyaGrampusEight,3,2,1
Japan J-League,2020,9,13,VegaltaSendai,OitaTrinita,0,3,-1
South Korea K League 1,2020,9,13,FCSeoul,SuwonBluewings,2,1,1
China League One,2020,9,13,TaizhouYuanda,SuzhouJinfu,1,0,1
China League One,2020,9,13,BeijingBaxi,NeiMongolZhongyou,1,0,1
China League One,2020,9,13,NantongZhiyun,HubeiHuakaier,2,0,1
China League One,2020,9,13,GuangdongKejia,LiaoningHongyun,2,0,1
South Korea K League 2,2020,9,13,JejuUnited,DaejeonCitizen,2,0,1
Japan J-League,2020,9,13,ConsadoleSapporo,UrawaRedDiamonds,3,4,-1
Costa Rica Primera,2020,9,13,Saprissa,Jicaral,1,0,1
Costa Rica Primera,2020,9,13,SanCarlos,SportingSanJose,0,1,-1
Mexico Liga MX,2020,9,13,CFAmerica,Toluca,1,1,0
Nicaragua Liga Primera,2020,9,13,JuniorManagua,RealEsteli,0,0,0
USA Major League Soccer,2020,9,13,RealSaltLake,Colorado,0,5,-1
USA Major League Soccer,2020,9,13,Dallas,Houston,2,1,1
USA Major League Soccer,2020,9,13,Nashville,AtlantaUnited,4,2,1
Paraguay Division Profesional,2020,9,13,GeneralDiaz,Libertad,0,2,-1
Mexico Liga MX,2020,9,13,Tigres,SantosLaguna,2,0,1
USA Major League Soccer,2020,9,13,OrlandoCity,InterMiami,2,1,1
Ecuador Liga Pro,2020,9,13,Olmedo,Emelec,1,1,0
USA Major League Soccer,2020,9,13,Philadelphia,NewEngland,2,1,1
Uruguay Primera Division,2020,9,13,Penarol,Torque,0,0,0
Copa Libertadores,2020,9,23,Caracas,Libertad,2,1,1
Copa Libertadores,2020,9,23,DefensaYJusticia,Olimpia,2,1,1
Copa Libertadores,2020,9,23,AtleticoParanaense,ColoColo,2,0,1
USA Major League Soccer,2020,9,23,NewEngland,MontrealImpact,3,1,1
Peru Primera Division,2020,9,23,DeportivoLlacuabamba,SportingCristal,1,4,-1
Morocco GNF 1,2020,9,23,RSBBerkane,FARRabat,2,1,1
Peru Primera Division,2020,9,23,Cienciano,Melgar,3,1,1
Portugal LigaPro,2020,9,23,Leixoes,Mafra,0,2,-1
Chile Primera B,2020,9,23,SanLuis,CDSantaCruz,0,0,0
Chile Primera B,2020,9,23,SantiagoMorning,DeportesValdivia,1,1,0
Champions League,2020,9,23,Gent,DynamoKiev,1,2,-1
Champions League,2020,9,23,Molde,Ferencvarosi,3,3,0
Champions League,2020,9,23,Olympiacos,OmoniaNicosia,2,0,1
England League Cup,2020,9,23,FleetwoodTown,Everton,2,5,-1
England League Cup,2020,9,23,Morecambe,Newcastle,0,7,-1
Coppa Italia,2020,9,23,Catania,SanNicoloTeramo,1,1,0
England League Cup,2020,9,23,Chelsea,Barnsley,6,0,1
England League Cup,2020,9,23,Leicester,Arsenal,0,2,-1
Wales Premier League,2020,9,23,NewiCefnDruids,FlintTown,1,2,-1
Morocco GNF 1,2020,9,23,IttihadTanger,KhemisZemamra,0,0,0
Coppa Italia,2020,9,23,Monopoli,Modena,1,0,1
Chile Primera B,2020,9,23,DeportesMagallanes,RangersTalca,5,5,0
England League Cup,2020,9,23,Preston,Brighton,0,2,-1
England League Cup,2020,9,23,Stoke,Gillingham,1,0,1
England League Cup,2020,9,23,Millwall,Burnley,0,2,-1
Sweden Division 1,2020,9,23,Trollhattan,Utsiktens,1,2,-1
Sweden Division 1,2020,9,23,LindomeGIF,Torns,2,0,1
Sweden Division 1,2020,9,23,Frej,Karlslunds,3,2,1
Luxembourg National Division,2020,9,23,FCRodange,,91,1,1
Luxembourg National Division,2020,9,23,Hostert,Differdange,4,5,-1
Luxembourg National Division,2020,9,23,EtzellaEttelbruck,JeunesseEsch,1,1,0
Luxembourg National Division,2020,9,23,Mondorf-Les-Bains,Racing,3,2,1
Luxembourg National Division,2020,9,23,VictoriaRosport,UNAStrassen,2,0,1
Luxembourg National Division,2020,9,23,SwiftHesperange,F91Dudelange,1,2,-1
Luxembourg National Division,2020,9,23,FolaEsch,RMHammBenfica,4,0,1
Luxembourg National Division,2020,9,23,ProgresNiedercorn,Petange,3,2,1
England League Cup,2020,9,23,Fulham,SheffWed,2,0,1
Egypt Premier League,2020,9,23,Masr,AlAhly,0,3,-1
Germany Regionalliga North,2020,9,23,WeicheFlensburg,Drochtersen/Assel,1,0,1
Germany Regionalliga Northeast,2020,9,23,TennisBorussiaBerlin,GermaniaHalberstadt,1,1,0
Germany Regionalliga Northeast,2020,9,23,Luckenwalde,BerlinerAK,1,07,1
Portugal LigaPro,2020,9,23,Penafiel,Vilafranquense,1,2,-1
Germany Regionalliga West,2020,9,23,WegbergBeeck,Rodinghausen,0,2,-1
Germany Regionalliga West,2020,9,23,Lotte,Lippstadt,2,08,1
Germany Regionalliga West,2020,9,23,Wuppertaler,PreussenMunster,1,1,0
Germany Regionalliga West,2020,9,23,VfBHomberg,BorussiaMonchengladbachII,2,2,0
Germany Regionalliga West,2020,9,23,Straelen,Oberhausen,1,1,0
Germany Regionalliga West,2020,9,23,BergischGladbach,FCSchalke,1,04,1
Germany Regionalliga West,2020,9,23,Wiedenbruck,BorussiaDortmundII,1,4,-1
Germany Regionalliga West,2020,9,23,RotWeissEssen,Ahlen,3,2,1
Russia 1. Division,2020,9,23,BaltikaKaliningrad,ChaykaPeschanokopskoye,0,1,-1
Sweden Division 1,2020,9,23,Berga,IFSylvia,1,1,0
Coppa Italia,2020,9,23,Padova,Breno,2,0,1
Serbia Prva Liga,2020,9,23,KolubaraLazarevac,Dubocica,1,0,1
Serbia Prva Liga,2020,9,23,BoracCacak,GraficarBeograd,0,1,-1
Germany Regionalliga Northeast,2020,9,23,Meuselwitz,ViktoriaBerlin,0,3,-1
Sweden Division 1,2020,9,23,SkovdeAIK,AssyriskaTurabdin,3,2,1
Sweden Division 1,2020,9,23,MotalaAIF,IFKVarnamo,5,3,1
Germany Regionalliga Northeast,2020,9,23,Cottbus,UnionFuerstenwalde,3,1,1
Germany Regionalliga Northeast,2020,9,23,OptikRathenow,LokomotiveLeipzig,2,2,0
Germany Regionalliga Northeast,2020,9,23,Chemnitzer,BFCDynamo,0,1,-1
Germany Regionalliga Northeast,2020,9,23,Bischofswerdaer,HerthaBerlinII,1,1,0
Sweden Division 1,2020,9,23,Gefle,Sollentuna,6,2,1
Sweden Division 1,2020,9,23,Linkoping,Oskarshamns,2,1,1
Sweden Division 1,2020,9,23,Tvaakers,Landskrona,0,2,-1
Sweden Division 1,2020,9,23,Sandviken,Brommapojkarna,1,0,1
Germany Regionalliga Northeast,2020,9,23,Altglienicke,Babelsberg,1,1,0
Sweden Division 1,2020,9,23,QvidingFIF,Lund,0,0,0
Sweden Division 1,2020,9,23,Eskilsminne,Karlskrona,3,1,1
Sweden Division 1,2020,9,23,TeamThoren,Taby,2,1,1
Germany Regionalliga North,2020,9,23,Oberneuland,WolfsburgII,1,0,1
Germany Regionalliga North,2020,9,23,Altona,,93,2,1
Germany Regionalliga North,2020,9,23,EintrachtNorderstedt,HamburgII,3,2,1
Serbia Prva Liga,2020,9,23,TrajalKrusevac,ZeleznicarPancevo,2,1,1
Jordan Pro League,2020,9,23,Sahab,AlWihdat,0,1,-1
Russia 1. Division,2020,9,23,TorpedoMoscow,Olimpyets,0,2,-1
Chile Primera B,2020,9,23,Nublense,PuertoMontt,2,0,1
Coppa Italia,2020,9,23,Potenza,Triestina,0,2,-1
Coppa Italia,2020,9,23,Feralpisalo,Pineto,1,0,1
Coppa Italia,2020,9,23,JuveStabia,Tritium,2,1,1
Coppa Italia,2020,9,23,Renate,Avellino,2,1,1
Estonia Meistriliiga,2020,9,23,Tammeka,NommeJKKalju,0,2,-1
Russia 1. Division,2020,9,23,Veles,EnergiyaKhabarovsk,1,0,1
Europa League,2020,9,23,ApollonLimassol,LechPoznan,0,5,-1
Russia 1. Division,2020,9,23,FakelWorenesch,Tomsk,0,0,0
Russia 1. Division,2020,9,23,AlaniaVladikavkaz,SpartakMoscowII,2,1,1
Sweden Division 1,2020,9,23,Vasalund,Karlstad,3,0,1
Peru Primera Division,2020,9,23,AlianzaUniversidad,RealGarcilaso,1,0,1
Finland Veikkausliiga,2020,9,23,IFKMariehamn,FCIlves,0,2,-1
Finland Veikkausliiga,2020,9,23,SJK,Lahti,0,1,-1
Finland Veikkausliiga,2020,9,23,FCHaka,Rops,0,2,-1
Finland Veikkausliiga,2020,9,23,FCInter,FCHonka,0,0,0
Russia 1. Division,2020,9,23,ShinnikJaroslavl,ChertanovoMoscow,1,1,0
Coppa Italia,2020,9,23,Bari,Trastevere,4,0,1
Coppa Italia,2020,9,23,Catanzaro,VirtusFrancavilla,2,1,1
Germany Regionalliga North,2020,9,23,Oldenburg,SSVJeddeloh,1,1,0
Germany Regionalliga North,2020,9,23,HansaLuneburg,StPauliII,3,1,1
Germany Regionalliga North,2020,9,23,HeiderSV,PhonixLubeck,0,3,-1
Germany Regionalliga North,2020,9,23,Hannoverscher,Hannover,1,96,-1
Germany Regionalliga North,2020,9,23,AtlasDelmenhorst,Havelse,1,6,-1
Portugal LigaPro,2020,9,23,Oliveirense,FCPortoII,2,2,0
Portugal LigaPro,2020,9,23,BenficaII,Chaves,3,4,-1
Portugal LigaPro,2020,9,23,CovaPiedade,Academica,0,0,0
Coppa Italia,2020,9,23,Pontedera,Arezzo,1,2,-1
Coppa Italia,2020,9,23,Livorno,ProPatria,1,2,-1
Coppa Italia,2020,9,23,Carrarese,Ambrosiana,4,0,1
Russia 1. Division,2020,9,23,Neftekhimik,TekstilshchikIvanovo,4,0,1
Russia 1. Division,2020,9,23,KrylyaSovetov,DynamoBryansk,7,0,1
Sweden Division 1,2020,9,23,Nykoping,Haninge,2,6,-1
Germany Regionalliga Northeast,2020,9,23,ChemieLeipzig,CarlZeissJena,0,2,-1
Germany Regionalliga Northeast,2020,9,23,SVSpartaLichtenberg,VfBAuerbach,3,2,1
Russia 1. Division,2020,9,23,VolgarGazpromAstrakhan,IrtyshOmsk,1,1,0
Montenegro Second League,2020,9,23,Jedinstvo,Kom,1,2,-1
Montenegro Second League,2020,9,23,Igalo,Berane,2,1,1
Montenegro Second League,2020,9,23,Ibar,Bokelj,1,2,-1
Montenegro Second League,2020,9,23,Drezga,MornarBar,3,3,0
Coppa Italia,2020,9,23,Novara,GelbisonVallo,3,1,1
Croatia 2.HNL,2020,9,23,HNKOrijent,,1919,1,1
Croatia 2.HNL,2020,9,23,Opatija,Solin,1,1,0
Croatia 2.HNL,2020,9,23,NKOsijekII,CroatiaSesvete,0,1,-1
Coppa Italia,2020,9,23,Alessandria,Sambenedettese,3,2,1
Chile Primera B,2020,9,23,DeportesCopiapo,SanMarcos,3,1,1
Chile Primera B,2020,9,23,Cobreloa,UnionSanFelipe,0,2,-1
Serbia Prva Liga,2020,9,23,KabelNoviSad,DinamoVranje,2,1,1
Serbia Prva Liga,2020,9,23,Radnicki,,1923,2,-1
Coppa Italia,2020,9,23,Carpi,VirtusCasarano,1,1,0
Serbia Prva Liga,2020,9,23,BuducnostDobanovci,Jagodina,3,0,1
Serbia Prva Liga,2020,9,23,Zarkovo,NoviBeograd,1,3,-1
Serbia Prva Liga,2020,9,23,Loznica,SlogaKraljevo,2,1,1
Sweden Division 1,2020,9,23,IFKLulea,OrebroSyrianska,4,1,1
Jordan Pro League,2020,9,23,AlJazeeraJordan,Maan,3,0,1
Serbia Prva Liga,2020,9,23,Zemun,RadnickiSremskaMitrovica,0,3,-1
Coppa Italia,2020,9,23,Piacenza,Teramo,1,2,-1
Germany Regionalliga Southwest,2020,9,23,FreiburgII,FSVFrankfurt,1,0,1
Belarus Premier League,2020,9,23,Smolevichi-STI,Minsk,0,4,-1
Russia 1. Division,2020,9,23,KrasnodarII,GazovikOrenburg,1,1,0
Armenia Premier League,2020,9,23,Gandzasar,Shirak,5,0,1
Armenia Premier League,2020,9,23,LoriVanadzor,Pyunik,1,0,1
Germany Regionalliga West,2020,9,23,FCKolnII,FortunaDusseldorfII,0,0,0
China League One,2020,9,23,BeijingRenhe,NeiMongolZhongyou,1,2,-1
China League One,2020,9,23,NantongZhiyun,SichuanJiuniu,1,1,0
Japan J2 League,2020,9,23,JubiloIwata,VentforetKofu,1,1,0
Japan J-League,2020,9,23,YokohamaFMarinos,VegaltaSendai,3,1,1
Japan J-League,2020,9,23,ShimizuS-Pulse,UrawaRedDiamonds,1,2,-1
Japan J-League,2020,9,23,OitaTrinita,SanfrecceHiroshima,0,2,-1
Japan J2 League,2020,9,23,MachidaZelvia,V-VarenNagasaki,1,1,0
Japan J2 League,2020,9,23,OmiyaArdija,TokushimaVortis,1,2,-1
Japan J2 League,2020,9,23,FagianoOkayama,MontedioYamagata,2,1,1
Japan J-League,2020,9,23,GambaOsaka,NagoyaGrampusEight,2,1,1
Japan J-League,2020,9,23,VisselKobe,SaganTosu,4,3,1
Japan J-League,2020,9,23,FCTokyo,CerezoOsaka,2,0,1
Japan J-League,2020,9,23,KashimaAntlers,ShonanBellmare,1,0,1
Japan J-League,2020,9,23,KawasakiFrontale,YokohamaFC,3,2,1
Japan J2 League,2020,9,23,EhimeFC,Niigata,0,0,0
Japan J2 League,2020,9,23,MatsumotoYamaga,FCRyukyu,1,6,-1
Japan J2 League,2020,9,23,ZwiegenKanazawa,TokyoVerdy,0,0,0
Japan J2 League,2020,9,23,AvispaFukuoka,ThespaKusatsu,1,0,1
Japan J2 League,2020,9,23,GiravanzKitakyushu,MitoHollyhock,0,3,-1
Japan J2 League,2020,9,23,JEFUnitedChiba,RenofaYamaguchi,1,2,-1
Japan J2 League,2020,9,23,KyotoPurpleSanga,TochigiSC,3,2,1
Japan J-League,2020,9,23,ConsadoleSapporo,KashiwaReysol,0,1,-1
China League One,2020,9,23,BeijingBaxi,TaizhouYuanda,0,2,-1
China League One,2020,9,23,GuizhouZhicheng,ShaanxiChangan,1,0,1
China League One,2020,9,23,ChangchunYatai,Kunshan,0,1,-1
Hong Kong 1st Division,2020,9,23,SouthernDistrictRSA,EasternAA,0,1,-1
Colombia Copa Mustang,2020,9,23,Cucuta,Cali,3,3,0
Copa Libertadores,2020,9,23,DeportivoBinacional,RiverPlate,0,6,-1
Copa Libertadores,2020,9,23,LDUdeQuito,SaoPaulo,4,2,1
Copa Libertadores,2020,9,23,Junior,IndependienteJoseTeran,4,1,1
Brazil Serie A,2020,9,9,SaoPaulo,Bragantino,1,1,0
Brazil Serie B,2020,9,9,Parana,AmericaMineiro,0,1,-1
Mexico Liga MX,2020,9,9,Leon,Tigres,1,1,0
Chile Primera,2020,9,9,CoquimboUnido,Palestino,1,0,1
Ecuador Liga Pro,2020,9,9,DeportivoCuenca,IndependienteJoseTeran,1,3,-1
Chile Primera B,2020,9,9,RangersTalca,SanLuis,1,2,-1
Costa Rica Primera,2020,9,9,SportingSanJose,Cartagines,2,3,-1
Brazil Serie A,2020,9,9,FortalezaCE,SportRecife,1,0,1
Brazil Serie A,2020,9,9,Goias,Coritiba,3,3,0
Brazil Serie A,2020,9,9,AtleticoParanaense,Botafogo,1,1,0
Peru Primera Division,2020,9,9,AtleticoGrau,Ayacucho,2,2,0
Uruguay Primera Division,2020,9,9,Torque,MontevideoWanderers,2,1,1
Chile Primera B,2020,9,9,Barnechea,SanMarcos,2,1,1
Chile Primera,2020,9,9,ColoColo,OHiggins,0,1,-1
Chile Primera B,2020,9,9,SantiagoMorning,DeportesMagallanes,1,1,0
Uruguay Primera Division,2020,9,9,RiverPlateMontevideo,Penarol,0,0,0
Peru Primera Division,2020,9,9,SportingCristal,DeportivoSanMartin,2,0,1
Saudi Arabia Pro League,2020,9,9,AlAdalhFC,IttihadJeddah,0,2,-1
Saudi Arabia Pro League,2020,9,9,AlHilal,AlShababRiyadh,2,1,1
Saudi Arabia Pro League,2020,9,9,AlNassr,AlEttifaq,3,2,1
Saudi Arabia Pro League,2020,9,9,AlFaisaly,AbhaClub,2,1,1
Saudi Arabia Pro League,2020,9,9,AlAhliJeddah,AlRaed,2,0,1
Saudi Arabia Pro League,2020,9,9,AlTaawon,AlFaiha,1,0,1
Saudi Arabia Pro League,2020,9,9,Dhamk,AlFateh,4,3,1
Saudi Arabia Pro League,2020,9,9,AlHazm,AlWehda,0,2,-1
Georgia Umaglesi Liga,2020,9,9,LokomotiviTbilisi,ChikhuraSachkhere,4,1,1
Europa League,2020,9,9,MaccabiHaifa,FKZeljeznicar,3,1,1
Sweden Allsvenskan,2020,9,9,Helsingborgs,Kalmar,1,1,0
Chile Primera,2020,9,9,Cobresal,CuricoUnido,4,0,1
Bahrain Premier League,2020,9,9,AlNajma,AlAhliManama,2,0,1
Bahrain Premier League,2020,9,9,Manama,Busaiteen,0,0,0
Russia 1. Division,2020,9,9,Veles,KrasnodarII,2,2,0
Russia 1. Division,2020,9,9,Olimpyets,VolgarGazpromAstrakhan,1,0,1
Russia 1. Division,2020,9,9,FakelWorenesch,YeniseyKrasnoyarsk,1,0,1
