date,league,home-team,home-score,away-team,away-score,matchResults
2020-10-22,Europa League,Villarreal,5,Sivasspor,3,1
2020-10-22,Europa League,Braga,3,AEKAthens,0,1
2020-10-22,Europa League,MaccabiTelAviv,1,Qarabagh,0,1
2020-10-22,Europa League,LudogoretsRazgrad,1,Antwerp,2,2
2020-10-22,Spain Segunda Liga,Malaga,1,SportingGijon,0,1
2020-10-22,Europa League,HapoelSheva,3,SlaviaPrague,1,1
2020-10-22,Europa League,Napoli,0,AZ,1,2
2020-10-22,Europa League,PAOKSalonika,1,OmoniaNicosia,1,X
2020-10-22,Europa League,Dundalk,1,Molde,2,2
2020-10-22,Copa Libertadores,Bolivar,2,ClubGuarani,3,2
2020-10-22,Venezuela Primera,CaraboboFC,0,AtleticoVenezuela,0,X
2020-10-22,Brazil Serie A,VascodaGama,1,Corinthians,2,2
2020-10-22,Copa Libertadores,Palmeiras,5,Tigre,0,1
2020-10-22,Saudi Arabia Pro League,AlTaawon,1,AlNassr,0,1
2020-10-22,Finland Veikkausliiga,KuPS,2,FCHaka,3,2
2020-10-22,Finland Veikkausliiga,FCHonka,2,Lahti,1,1
2020-10-22,Finland Veikkausliiga,SJK,1,FCIlves,3,2
2020-10-22,Finland Veikkausliiga,FCInter,3,TPS,0,1
2020-10-22,Turkey Lig 1,MenemenBelediyespor,2,Bursaspor,1,1
2020-10-22,Jordan Pro League,ShababAlOrdun,2,Sahab,2,X
2020-10-22,Denmark 1st Division,SilkeborgIF,1,Viborg,2,2
2020-10-22,Europa League,NKRijeka,0,RealSociedad,1,2
2020-10-22,Europa League,RapidVienna,1,Arsenal,2,2
2020-10-22,Europa League,YoungBoys,1,Roma,2,2
2020-10-22,Europa League,BayerLeverkusen,6,Nice,2,1
2020-10-22,Europa League,StandardLiege,0,Rangers,2,2
2020-10-22,Europa League,PSV,1,Granada,2,2
2020-10-22,Europa League,LechPoznan,2,Benfica,4,2
2020-10-22,Finland Veikkausliiga,HIFK,1,Rops,0,1
2020-10-22,Estonia Esiliiga,ParnuJalgpalliklubi,1,Vaprus,1,X
2020-10-22,Copa Libertadores,IndependienteJoseTeran,2,BarcelonaGuayaquil,0,1
2020-10-22,Saudi Arabia Pro League,AbhaClub,1,AlHilal,1,X
2020-10-22,Kazakhstan Premier League,Kaisar,2,ShakhterKaragandy,0,1
2020-10-22,Kazakhstan Premier League,Ordabasy,3,Zhetysu,1,1
2020-10-22,Uzbekistan PRL,MashALMubarek,1,Qoqon,19122,2
2020-10-22,Kazakhstan Premier League,Astana,1,Tobol,0,1
2020-10-22,Armenia Premier League,Gandzasar,1,LoriVanadzor,0,1
2020-10-22,Turkey Lig 1,Tuzlaspor,2,Osmanlispor,0,1
2020-10-22,Turkey Lig 1,Istanbulspor,2,AkhisarBelediyespor,2,X
2020-10-22,Uzbekistan PRL,Bunyodkor,6,Andijon,2,1
2020-10-22,Belarus Premier League,DinamoBrest,3,Slutsk,1,1
2020-10-22,Spain Segunda Liga,Leganes,1,RealZaragoza,0,1
2020-10-22,Copa Libertadores,Flamengo,3,Junior,1,1
2020-10-21,Greece Etniki Katigoria,ApollonSmirnis,1,PASGiannina,2,2
2020-10-21,Japan J2 League,TochigiSC,4,FCRyukyu,1,1
2020-10-21,Uzbekistan PRL,Pakhtakor,2,Sogdiyona,0,1
2020-10-21,Belarus Premier League,Minsk,2,SlaviaMozyr,1,1
2020-10-21,Uzbekistan PRL,Nasaf,2,Olmaliq,0,1
2020-10-21,Turkey Lig 1,AdanaDemirspor,4,Umraniyespor,2,1
2020-10-21,Cyprus 1. Division,DoxaKatokopias,2,NeaSalamina,0,1
2020-10-21,Jordan Pro League,AlSareeh,1,AlWihdat,2,2
2020-10-21,Chile Primera,SantiagoWanderers,2,Antofagasta,1,1
2020-10-21,Turkey Lig 1,Balikesirspor,0,Boluspor,0,X
2020-10-21,Spain Segunda Liga,Espanyol,2,Mirandes,0,1
2020-10-21,Estonia Meistriliiga,JKTransNarva,1,FloraTallinn,2,2
2020-10-21,Holland Eredivisie,RKCWaalwijk,1,FCZwolle,1,X
2020-10-21,Finland Ykkonen,ACKajaani,10,MyPa,2,1
2020-10-21,Turkey Lig 1,Altinordu,2,Altay,1,1
2020-10-21,Japan J-League,ShonanBellmare,0,SaganTosu,0,X
2020-10-21,Poland Ekstraklasa,LegiaWarsaw,2,SlaskWroclaw,1,1
2020-10-21,Denmark 1st Division,Skive,1,Vendsyssel,1,X
2020-10-21,Germany 2. Bundesliga,Hamburg,3,ErzgebirgeAue,0,1
2020-10-21,Denmark 1st Division,FremadAmager,5,Helsingor,1,1
2020-10-21,Japan J-League,YokohamaFMarinos,2,NagoyaGrampusEight,1,1
2020-10-21,Japan J2 League,JEFUnitedChiba,2,ZwiegenKanazawa,0,1
2020-10-21,Turkey Lig 1,Giresunspor,4,Adanaspor,3,1
2020-10-21,Japan J2 League,Niigata,1,FagianoOkayama,1,X
2020-10-21,Copa Libertadores,ClubNacional,2,AlianzaLima,0,1
2020-10-21,Venezuela Primera,MinerosdeGuayana,3,Yaracuyanos,1,1
2020-10-21,USA Major League Soccer,Nashville,3,Dallas,0,1
2020-10-21,Brazil Serie B,Operario,0,Cruzeiro,1,2
2020-10-21,Brazil Serie B,PontePreta,0,Chapecoense,5,2
2020-10-21,Copa Libertadores,RiverPlate,3,LDUdeQuito,0,1
2020-10-21,Copa Libertadores,Penarol,3,AtleticoParanaense,2,1
2020-10-21,Copa Libertadores,ColoColo,0,JorgeWilstermann,1,2
2020-10-21,Copa Libertadores,SaoPaulo,5,DeportivoBinacional,1,1
2020-10-21,Kazakhstan Premier League,Kyzylzhar,1,Taraz,0,1
2020-10-21,Japan J-League,VisselKobe,1,KashimaAntlers,3,2
2020-10-21,Japan J2 League,KyotoPurpleSanga,1,GiravanzKitakyushu,0,1
2020-10-21,Japan J2 League,ThespaKusatsu,1,VentforetKofu,0,1
2020-10-21,Japan J2 League,MatsumotoYamaga,1,OmiyaArdija,1,X
2020-10-21,Japan J2 League,MachidaZelvia,0,AvispaFukuoka,0,X
2020-10-21,Chile Primera,CoquimboUnido,0,UniversidaddeConcepcion,2,2
2020-10-21,Japan J2 League,MitoHollyhock,1,MontedioYamagata,1,X
2020-10-21,Japan J2 League,RenofaYamaguchi,0,TokushimaVortis,3,2
2020-10-21,Japan J2 League,TokyoVerdy,0,JubiloIwata,0,X
2020-10-21,Jordan Pro League,AlFaysali,1,AlJazeeraJordan,1,X
2020-10-21,Brazil Serie B,SampaioCorrea,1,Confianca,3,2
2020-10-21,Germany Regionalliga North,WerderBremenII,4,Oberneuland,1,1
2020-10-21,Germany Regionalliga West,FortunaKoln,4,Bonner,1,1
2020-10-21,Luxembourg National Division,JeunesseEsch,1,Differdange,4,2
2020-10-21,Luxembourg National Division,Racing,0,FCRodange,910,2
2020-10-21,Luxembourg National Division,UNAStrassen,3,Hostert,2,1
2020-10-21,Luxembourg National Division,F,91,Dudelange,3,1
2020-10-21,Luxembourg National Division,Petange,2,VictoriaRosport,0,1
2020-10-21,Luxembourg National Division,Wiltz,1,FolaEsch,2,2
2020-10-21,England Championship,Stoke,2,Barnsley,2,X
2020-10-21,England Championship,Watford,3,Blackburn,1,1
2020-10-21,England Championship,SheffWed,1,Brentford,2,2
2020-10-21,England Championship,QPR,0,Preston,2,2
2020-10-21,England Championship,Cardiff,1,Bournemouth,1,X
2020-10-21,Champions League,ManCity,3,FCPorto,1,1
2020-10-21,Champions League,Midtjylland,0,Atalanta,4,2
2020-10-21,Champions League,BayernMunich,4,AtleticoMadrid,0,1
2020-10-21,Champions League,InterMilan,2,BorussiaMonchengladbach,2,X
2020-10-21,Champions League,Ajax,0,Liverpool,1,2
2020-10-21,Champions League,Olympiacos,1,Marseille,0,1
2020-10-21,Chile Primera,UniversidaddeChile,2,AudaxItaliano,2,X
2020-10-21,Spain Segunda Liga,Fuenlabrada,0,UDLogrones,0,X
2020-10-21,Brazil Serie B,Figueirense,2,CRB,0,1
2020-10-21,Spain Segunda Liga,Almeria,1,FCCartagena,1,X
2020-10-21,Chile Primera,UnionEspanola,1,Cobresal,0,1
2020-10-21,Brazil Serie B,CuiabaEsporteClube,3,Parana,3,X
2020-10-21,Copa Libertadores,RacingClub,2,EstudiantesMerida,1,1
2020-10-21,Champions League,RBSalzburg,2,LokomotivMoscow,2,X
2020-10-21,Germany Regionalliga West,PreussenMunster,2,Wiedenbruck,1,1
2020-10-21,Venezuela Primera,GuarosdeLara,0,AcademiaPuertoCabello,0,X
2020-10-21,Germany Regionalliga West,Ahlen,2,WegbergBeeck,2,X
2020-10-21,Spain Segunda Liga,Ponferradina,1,Tenerife,0,1
2020-10-21,Germany Regionalliga West,FCSchalke,4,II,3,1
2020-10-21,Sweden Division 1,IFKLulea,2,TeamThoren,1,1
2020-10-21,Sweden Division 1,Landskrona,1,LindomeGIF,2,2
2020-10-21,Sweden Superettan,Degerfors,2,Orgryte,0,1
2020-10-21,Sweden Superettan,VasterasSK,2,AkropolisIF,1,1
2020-10-21,Champions League,RealMadrid,2,ShakhtarDonetsk,3,2
2020-10-21,Sweden Superettan,Osters,2,Umea,0,1
2020-10-21,Sweden Superettan,Dalkurd,1,GIFSundsvall,3,2
2020-10-21,Germany Regionalliga North,WolfsburgII,1,Rehden,3,2
2020-10-21,Sweden Superettan,AFCEskilstuna,3,Trelleborgs,2,1
2020-10-21,Sweden Superettan,NorrbyIF,0,Halmstads,2,2
2020-10-21,Spain Segunda Liga,Lugo,3,Girona,0,1
2020-10-21,Germany Regionalliga Southwest,TSGBalingen,2,BayernAlzenau,1,1
2020-10-21,Germany Regionalliga West,Oberhausen,3,Lotte,1,1
2020-10-21,Spain Segunda Liga,LasPalmas,2,Castellon,1,1
2020-10-21,Germany Regionalliga Southwest,MainzII,2,EintrachtStadtallendorf,0,1
2020-10-21,Germany Regionalliga Southwest,Steinbach,2,FreiburgII,4,2
2020-10-21,Italy Serie B,Lecce,2,Cremonese,2,X
2020-10-21,Denmark 1st Division,Koge,0,Fredericia,1,2
2020-10-21,Germany 3. Liga,Hallescher,4,Meppen,1,1
2020-10-21,Germany 3. Liga,Kaiserslautern,1,Ingolstadt,1,X
2020-10-21,Germany 3. Liga,Unterhaching,0,MSVDuisburg,1,2
2020-10-21,Germany 3. Liga,ViktoriaKoln,3,BayernMunichII,2,1
2020-10-20,England Championship,Huddersfield,1,Derby,0,1
2020-10-20,Champions League,Chelsea,0,Sevilla,0,X
2020-10-20,Ireland Division 1,GalwayUtd,1,DroghedaUtd,3,2
2020-10-20,Wales Premier League,FlintTown,1,BalaTown,2,2
2020-10-20,England Conference,Wealdstone,3,Chesterfield,2,1
2020-10-20,England League 2,Bradford,1,Walsall,1,X
2020-10-20,England League 1,BurtonAlbion,0,Rochdale,1,2
2020-10-20,England League 1,Northampton,2,Swindon,1,1
2020-10-20,England League 2,Grimsby,1,HarrogateTown,2,2
2020-10-20,England League 2,SalfordCity,3,Southend,0,1
2020-10-20,England Championship,Millwall,2,Luton,0,1
2020-10-20,England Championship,BristolCity,0,Middlesbrough,1,2
2020-10-20,England Championship,Coventry,1,Swansea,1,X
2020-10-20,England Championship,Norwich,1,Birmingham,0,1
2020-10-20,England Championship,NottmForest,1,Rotherham,1,X
2020-10-20,England League 1,AccringtonStanley,1,FleetwoodTown,0,1
2020-10-20,England League 1,Blackpool,0,Charlton,1,2
2020-10-20,Scotland Premiership,Aberdeen,4,Hamilton,2,1
2020-10-20,England League 2,Stevenage,0,NewportCounty,1,2
2020-10-20,England League 2,Oldham,1,Carlisle,1,X
2020-10-20,Champions League,PSG,1,ManUtd,2,2
2020-10-20,England League 2,Tranmere,0,LeytonOrient,1,2
2020-10-20,England League 1,Hull,1,AFCWimbledon,0,1
2020-10-20,Italy Serie B,Empoli,2,Spal,1,1
2020-10-20,Champions League,Rennes,1,Krasnodar,1,X
2020-10-20,England Championship,Reading,1,Wycombe,0,1
2020-10-20,Copa Libertadores,Santos,2,DefensaYJusticia,1,1
2020-10-20,England League 2,CambridgeUtd,3,PortVale,1,1
2020-10-20,Copa Libertadores,Olimpia,0,Delfin,1,2
2020-10-20,Brazil Serie B,CSAAL,1,Botafogo,0,1
2020-10-20,Brazil Serie B,Oeste,0,Nautico,1,2
2020-10-20,Brazil Serie B,JuventudeRS,3,Avai,0,1
2020-10-20,Venezuela Primera,RealEsppor,1,Trujillanos,2,2
2020-10-20,Portugal LigaPro,Estoril,3,Feirense,3,X
2020-10-20,Brazil Serie B,AmericaMineiro,3,BrasilDePelotas,1,1
2020-10-20,Holland Eerste Divisie,TOPOss,2,FCDenBosch,0,1
2020-10-20,Italy Serie B,Ascoli,2,Reggiana,1,1
2020-10-20,Champions League,Lazio,3,BorussiaDortmund,1,1
2020-10-20,Italy Serie B,Chievo,1,Brescia,0,1
2020-10-20,Italy Serie B,Cittadella,2,Pordenone,0,1
2020-10-20,Italy Serie B,Frosinone,0,VirtusEntella,0,X
2020-10-20,Italy Serie B,Vicenza,1,Salernitana,1,X
2020-10-20,Italy Serie B,Pisa,1,Monza,1,X
2020-10-20,Italy Serie B,ReggioCalabria,0,Cosenza,0,X
2020-10-20,Italy Serie B,Venezia,4,Pescara,0,1
2020-10-20,Chile Primera,OHiggins,2,CuricoUnido,2,X
2020-10-20,Champions League,RBLeipzig,2,IstanbulBuyuksehirBSK,0,1
2020-10-20,Champions League,Barcelona,5,Ferencvarosi,1,1
2020-10-20,England League 1,OxfordUtd,3,MiltonKeynesDons,2,1
2020-10-20,England League 2,Barrow,3,Bolton,3,X
2020-10-20,England League 1,Sunderland,1,Crewe,0,1
2020-10-20,Bulgaria A PFG,LokomotivPlovdiv,0,ArdaKurdzhali,0,X
2020-10-20,Champions League,ZenitStPetersburg,1,ClubBrugge,2,2
2020-10-20,Holland Eerste Divisie,NAC,0,CambuurLeeuwarden,4,2
2020-10-20,Holland Eerste Divisie,JongPSV,1,NEC,1,X
2020-10-20,Chile Primera,UnionLaCalera,3,Huachipato,0,1
2020-10-20,Turkey Lig 1,Eskisehirspor,0,Samsunspor,1,2
2020-10-20,Finland Ykkonen,MP,2,FCKooTeePee,3,2
2020-10-20,Finland Ykkonen,SJKII,2,FFJaro,3,2
2020-10-20,Finland Ykkonen,MuSa,0,VPSVaasa,2,2
2020-10-20,Finland Kakkonen,SalPa,1,KaaPoKaarina,1,X
2020-10-20,Germany Regionalliga Southwest,Bahlinger,4,TSVSchottMainz,3,1
2020-10-20,Chile Primera,MunicipalIquique,2,DeportesLaSerena,0,1
2020-10-20,Denmark 1st Division,KoldingIF,2,Hobro,1,1
2020-10-20,Slovenia 2. SNL,Smartno,0,Krka,4,2
2020-10-20,Turkey Lig 1,Keciorengucu,1,Bandirmaspor,0,1
2020-10-20,Vietnam V League,DaNang,2,SongLamNgheAn,0,1
2020-10-20,Vietnam V League,HaiPhong,2,ThanhHoa,0,1
2020-10-20,Vietnam V League,QuangNam,2,NamDinh,0,1
2020-10-20,Mexico Liga MX,Leon,3,CFAmerica,2,1
2020-10-20,Colombia Copa Mustang,Cali,3,SantaFe,2,1
2020-10-20,USA Major League Soccer,NewEngland,1,Philadelphia,2,2
2020-10-20,Peru Primera Division,CarlosMannucci,0,SportHuancayo,1,2
2020-10-20,England League 1,Wigan,0,Peterborough,1,2
2020-10-20,Champions League,DynamoKiev,0,Juventus,2,2
2020-10-20,Denmark 1st Division,Esbjerg,0,Hvidovre,2,2
2020-10-20,Germany Regionalliga Southwest,KickersOffenbach,1,FCGiessen,0,1
2020-10-20,Switzerland Challenge League,NeuchatelXamax,2,Wil,1,1
2020-10-20,Germany Regionalliga Southwest,TSGHoffenheimII,2,Ulm,1,1
2020-10-20,England League 1,Doncaster,4,Ipswich,1,1
2020-10-20,England League 2,Colchester,1,ForestGreen,0,1
2020-10-20,England League 2,Exeter,2,CrawleyTown,1,1
2020-10-20,England League 1,LincolnCity,2,Plymouth,0,1
2020-10-20,England League 2,Morecambe,1,Mansfield,1,X
2020-10-20,England League 1,Gillingham,0,Portsmouth,2,2
2020-10-20,Switzerland Challenge League,SCKriens,5,Grasshoppers,2,1
2020-10-20,Switzerland Challenge League,FCThun,0,Winterthur,1,2
2020-10-20,Switzerland Challenge League,FCStadeLsOuchy,4,Chiasso,1,1
2020-10-20,Portugal LigaPro,Chaves,0,Oliveirense,2,2
2020-10-20,England League 1,Shrewsbury,0,BristolRovers,1,2
2020-10-20,Germany 3. Liga,TurkgucuAtasporMunchen,4,Lubeck,3,1
2020-10-20,Germany 3. Liga,DynamoDresden,1,FSVZwickau,2,2
2020-10-20,Germany 3. Liga,WaldhofMannheim,1,HansaRostock,2,2
2020-10-20,Germany 3. Liga,Uerdingen,0,Wehen,4,2
2020-10-20,England League 2,Cheltenham,1,Scunthorpe,0,1
2020-10-20,Germany Regionalliga Southwest,VfRAalen,1,HessenKassel,1,X
2020-10-20,Germany Regionalliga Southwest,FSVFrankfurt,1,Elversberg,5,2
2020-10-20,Germany 3. Liga,Verl,3,Magdeburg,1,1
2020-10-20,Germany Regionalliga Southwest,AstoriaWalldorf,2,Homburg,3,2
2020-10-19,Nicaragua Liga Primera,JuventusManagua,3,Diriangen,1,1
2020-10-19,USA Major League Soccer,SanJose,0,Seattle,0,X
2020-10-19,USA Major League Soccer,LAGalaxy,1,VancouverWhitecaps,0,1
2020-10-19,USA Major League Soccer,PortlandTimbers,1,LosAngelesFC,1,X
2020-10-19,Colombia Copa Mustang,Pasto,2,Medellin,1,1
2020-10-19,USA Major League Soccer,Cincinnati,1,DCUnited,2,2
2020-10-19,Mexico Liga MX,SantosLaguna,1,Pachuca,1,X
2020-10-19,USA Major League Soccer,MinnesotaStars,2,Houston,2,X
2020-10-19,Nicaragua Liga Primera,RealMadriz,1,RealEsteli,0,1
2020-10-19,USA Major League Soccer,TorontoFC,1,AtlantaUnited,0,1
2020-10-19,Brazil Serie A,Bragantino,2,SportRecife,0,1
2020-10-19,Germany Regionalliga North,StPauliII,1,HamburgII,1,X
2020-10-19,Uzbekistan PRL,SurkhonTermez,0,Qoqon,19121,2
2020-10-19,Romania Liga I,Voluntari,0,ViitorulConstanta,2,2
2020-10-19,Croatia 2.HNL,NKOsijekII,1,DynamoZagrebII,1,X
2020-10-19,Uzbekistan PRL,LokomotivTashkent,2,Bunyodkor,1,1
2020-10-19,Uzbekistan PRL,Navbahor,1,MetallurgBekabad,1,X
2020-10-19,Egypt Premier League,Masr,0,ElGaish,1,2
2020-10-19,Qatar Stars League,AlArabi,2,UmmSalal,1,1
2020-10-19,Cyprus 1. Division,OlympiakosNicosia,0,ApollonLimassol,1,2
2020-10-19,Bahrain Premier League,AlHala,1,AlNajma,2,2
2020-10-19,Bahrain Premier League,EastRiffa,0,AlRifaa,0,X
2020-10-19,Armenia Premier League,Banants,2,Van,0,1
2020-10-19,Brazil Serie B,Parana,0,SampaioCorrea,0,X
2020-10-19,Holland Eerste Divisie,HelmondSport,1,DeGraafschap,2,2
2020-10-19,Finland Veikkausliiga,Lahti,0,FCHaka,0,X
2020-10-19,Finland Veikkausliiga,TPS,4,Rops,1,1
2020-10-19,Brazil Serie A,FortalezaCE,2,Palmeiras,0,1
2020-10-19,Sweden Allsvenskan,Helsingborgs,0,BKHacken,0,X
2020-10-19,Paraguay Division Profesional,CerroPorteno,2,SportivoLuqueno,0,1
2020-10-19,Switzerland Challenge League,Schaffhausen,1,Aarau,2,2
2020-10-19,Peru Primera Division,DeportivoLlacuabamba,2,UniversidadCesarVallejo,3,2
2020-10-19,Ecuador Liga Pro,RiverPlateEcuador,1,Emelec,0,1
2020-10-19,Peru Primera Division,AtleticoGrau,0,UTCDeCajamarca,0,X
2020-10-19,Portugal Superliga,Boavista,0,Guimaraes,1,2
2020-10-19,Peru Primera Division,Universitario,3,RealGarcilaso,2,1
2020-10-19,England Premier League,Leeds,0,Wolverhampton,1,2
2020-10-19,France Ligue 2,Guingamp,2,Auxerre,0,1
2020-10-19,Italy Serie A,HellasVerona,0,Genoa,0,X
2020-10-19,Poland Ekstraklasa,LechiaGdansk,0,PogonSzczecin,1,2
2020-10-19,Germany 2. Bundesliga,StPauli,2,Nurnberg,2,X
2020-10-19,Romania Liga I,AcademicaClinceni,0,SteauaBucharest,2,2
2020-10-19,Holland Eerste Divisie,RodaJC,1,Telstar,1,X
2020-10-19,Bulgaria A PFG,BotevPlovdiv,1,Etar,1,X
2020-10-19,Colombia Copa Mustang,NacionaldeMedellin,2,America,2,X
2020-10-19,Turkey Super Lig,Galatasaray,1,Alanyaspor,2,2
2020-10-19,Turkey Super Lig,Genclerbirligi,1,Denizlispor,2,2
2020-10-19,Denmark Superliga,FCNordsjaelland,1,RandersFC,0,1
2020-10-19,Sweden Allsvenskan,Djurgardens,3,Malmo,2,1
2020-10-19,Cyprus 1. Division,Limassol,4,Enosis,1,1
2020-10-19,Qatar Stars League,AlRayyan,1,AlWakra,0,1
2020-10-19,Ireland Premier,DerryCity,1,Dundalk,2,2
2020-10-19,Holland Eerste Divisie,JongAjax,3,FCUtrechtII,2,1
2020-10-19,England Premier League,WestBrom,0,Burnley,0,X
2020-10-19,Greece Etniki Katigoria,Lamia,0,Panaitolikos,0,X
2020-10-19,Turkey Lig 1,AkhisarBelediyespor,0,MenemenBelediyespor,0,X
2020-10-19,Poland Ekstraklasa,PodbeskidzieBielskoBiala,1,WartaPoznan,2,2
2020-10-19,Holland Eerste Divisie,AZII,2,FCVolendam,6,2
2020-10-19,Peru Primera Division,Ayacucho,3,CarlosStein,0,1
2020-10-18,Germany Regionalliga Southwest,FreiburgII,1,TSGBalingen,2,2
2020-10-18,Sweden Allsvenskan,Varbergs,1,IFKNorrkoping,3,2
2020-10-18,Switzerland Super League,Lucerne,2,StGallen,2,X
2020-10-18,Switzerland Super League,FCSion,0,LausanneSports,0,X
2020-10-18,Portugal LigaPro,Covilha,2,Vilafranquense,2,X
2020-10-18,Portugal LigaPro,AcademicoViseu,0,CovaPiedade,2,2
2020-10-18,Qatar Stars League,AlAhli,2,AlSailiya,0,1
2020-10-18,Armenia Premier League,Ararat,2,Gandzasar,1,1
2020-10-18,Bulgaria A PFG,ChernoMoreVarna,3,Montana,0,1
2020-10-18,Holland Eredivisie,FCZwolle,0,PSV,3,2
2020-10-18,Holland Eredivisie,FCGroningen,0,FCUtrecht,0,X
2020-10-18,Sweden Division 1,Trollhattan,3,Linkoping,2,1
2020-10-18,France Ligue 1,StEtienne,1,Nice,3,2
2020-10-18,Slovenia Prva Liga,Olimpija,1,NKCelje,0,1
2020-10-18,Serbia Super Liga,PartizanBelgrade,1,CrvenaZvezda,1,X
2020-10-18,Belarus Premier League,ShakhtyorSoligorsk,0,DinamoMinsk,1,2
2020-10-18,Hungary NB I,BudapestHonved,2,FehervarFC,2,X
2020-10-18,Saudi Arabia Pro League,AlBaten,0,AlAhliJeddah,1,2
2020-10-18,Saudi Arabia Pro League,AlNassr,1,AlFateh,2,2
2020-10-18,Greece Etniki Katigoria,Larissa,1,AsterasTripoli,3,2
2020-10-18,Saudi Arabia Pro League,Dhamk,2,AlRaed,3,2
2020-10-18,Holland Eredivisie,ADODenHaag,0,Vitesse,2,2
2020-10-18,Egypt Premier League,Tanta,1,AlMasry,2,2
2020-10-18,England Premier League,Tottenham,3,WestHam,3,X
2020-10-18,Poland Ekstraklasa,LegiaWarsaw,2,ZaglebieLubin,1,1
2020-10-18,Ukraine UPL,Oleksandria,4,Inhulets,3,1
2020-10-18,Portugal Superliga,PacosFerreira,2,SantaClara,1,1
2020-10-18,Portugal Superliga,Belenenses,0,Moreirense,0,X
2020-10-18,Germany Regionalliga North,BorussiaHildesheim,2,Hannoverscher,4,2
2020-10-18,Turkey Super Lig,Antalyaspor,1,GaziantepBB,1,X
2020-10-18,Turkey Super Lig,FatihKaragumruk,1,Kasimpasa,1,X
2020-10-18,Cyprus 1. Division,EthnikosAchnas,1,OmoniaNicosia,2,2
2020-10-18,Serbia Prva Liga,ZeleznicarPancevo,0,Dubocica,0,X
2020-10-18,Serbia Prva Liga,Jagodina,2,SlogaKraljevo,0,1
2020-10-18,Serbia Prva Liga,BuducnostDobanovci,1,RadnickiSremskaMitrovica,1,X
2020-10-18,Serbia Prva Liga,TrajalKrusevac,4,GraficarBeograd,1,1
2020-10-18,Italy Serie A,Torino,2,Cagliari,3,2
2020-10-18,Italy Serie A,Spezia,2,Fiorentina,2,X
2020-10-18,Greece Etniki Katigoria,OFICrete,2,Panathinaikos,2,X
2020-10-18,Germany Regionalliga North,HansaLuneburg,1,WeicheFlensburg,2,2
2020-10-18,Spain Segunda Liga,RayoVallecano,1,Espanyol,0,1
2020-10-18,Uruguay Primera Division,Torque,1,Progreso,2,2
2020-10-18,Germany Regionalliga West,AlemanniaAachen,0,FCSchalke,4,2
2020-10-18,Germany Bundesliga,FCKoln,1,EintrachtFrankfurt,1,X
2020-10-18,Russia Premier League,CSKAMoscow,3,DinamoMoscow,1,1
2020-10-18,Denmark 1st Division,Helsingor,2,Skive,1,1
2020-10-18,Kazakhstan Premier League,KaspiyAktau,0,Tobol,1,2
2020-10-18,Belgium Juliper League,Peruwelz,0,Eupen,2,2
2020-10-18,Denmark Superliga,Sonderjyske,2,Brondby,0,1
2020-10-18,Belgium Division 2,RWDM,3,RFCSeraing,4,2
2020-10-18,Spain Primera Liga,Villarreal,2,Valencia,1,1
2020-10-18,Sweden Allsvenskan,AIKStockholm,2,IFKGoteborg,0,1
2020-10-18,Uruguay Primera Division,Rentistas,1,LiverpoolFC,2,2
2020-10-18,Croatia 2.HNL,CroatiaSesvete,1,Rudes,1,X
2020-10-18,Romania Liga I,Hermannstadt,1,UTABatranaDoamna,1,X
2020-10-18,Uruguay Primera Division,Danubio,0,Defensor,0,X
2020-10-18,Holland Eredivisie,FCEmmen,2,FortunaSittard,2,X
2020-10-18,Ecuador Liga Pro,ElNacional,2,MushucRuna,1,1
2020-10-18,Holland Eerste Divisie,FCDordrecht,2,AlmereCity,2,X
2020-10-18,Belgium Division 2,LierseKempenzonen,0,UnionSaintGilloise,2,2
2020-10-18,England Premier League,Leicester,0,AstonVilla,1,2
2020-10-18,Norway Tippeligaen,Sandefjord,0,Valerenga,3,2
2020-10-18,Belgium Juliper League,Anderlecht,2,OudHeverlee,2,X
2020-10-18,Romania Liga I,DinamoBucharest,0,CSUniversitateaCraiova,1,2
2020-10-18,Spain Segunda Liga,Girona,1,RealOviedo,0,1
2020-10-18,Italy Serie A,Roma,5,Benevento,2,1
2020-10-18,Colombia Copa Mustang,Pereira,0,Junior,2,2
2020-10-18,Spain Segunda Liga,SportingGijon,1,Tenerife,1,X
2020-10-18,Spain Primera Liga,RealBetis,0,RealSociedad,3,2
2020-10-18,Portugal Superliga,RioAve,0,Benfica,3,2
2020-10-18,France Ligue 1,Lille,4,Lens,0,1
2020-10-18,Brazil Serie A,Corinthians,1,Flamengo,5,2
2020-10-18,Ecuador Liga Pro,Orense,1,UnivCatolica,1,X
2020-10-18,Paraguay Division Profesional,RiverPlateAsuncion,112,deOctubre,2,1
2020-10-18,Colombia Copa Mustang,JaguaresdeCordoba,1,DeportesTolima,1,X
2020-10-18,Brazil Serie A,Internacional,2,VascodaGama,0,1
2020-10-18,USA Major League Soccer,Columbus,3,NewYorkCity,1,1
2020-10-18,Costa Rica Primera,Saprissa,0,SanCarlos,0,X
2020-10-18,Greece Etniki Katigoria,AEKAthens,1,PAOKSalonika,1,X
2020-10-18,Bulgaria A PFG,SlaviaSofia,1,LevskiSofia,0,1
2020-10-18,Slovenia Prva Liga,Mura,1,Aluminij,2,2
2020-10-18,Colombia Copa Mustang,LaEquidad,2,AtleticoBucaramanga,1,1
2020-10-18,Denmark Superliga,FCCopenhagen,1,AaB,2,2
2020-10-18,Russia Premier League,FKRostov,3,TerekGroznyi,0,1
